t,eeg
1747593199.1094613,-536.1499341065311
1747593199.1133828,-524.1751604994957
1747593199.1173043,-511.434471583289
1747593199.1212258,-497.9147575965035
1747593199.1251476,-483.5622001663172
1747593199.129069,-468.30943357542066
1747593199.1329906,-452.0994227848841
1747593199.136912,-434.8928143557485
1747593199.1408339,-416.6781460197368
1747593199.1447554,-397.49260081875804
1747593199.1486769,-377.4387205504878
1747593199.1525984,-356.6845618991509
1747593199.1565201,-335.44271964226095
1747593199.1604416,-313.9296764843881
1747593199.1643631,-292.32074304470086
1747593199.1682847,-270.7320181179557
1747593199.2898533,253.71688904643952
1747593199.2937748,272.7418176993835
1747593199.2976966,292.4870348103179
1747593199.301618,312.8829230684278
1747593199.3055396,333.85365956049395
1747593199.309461,355.3163712634068
1747593199.3133829,377.18659591582013
1747593199.3173044,399.3985671627854
1747593199.321226,421.90614270918337
1747593199.3251474,444.6555854875759
1747593199.3290691,467.56663768904696
1747593199.3329906,490.53074895360714
1747593199.3369122,513.4097949660269
1747593199.3408337,536.0436603033187
1747593199.3447554,558.2739284061256
1747593199.348677,579.9626356095262
1747593199.3525984,600.9915196248428
1747593199.35652,621.2623791016343
1747593199.3604417,640.7166909698012
1747593199.3643632,659.3444806867392
1747593199.3682847,677.1584063699094
1747593199.3722062,694.16804052516
1747593199.376128,710.3801898944199
1747593199.3800495,725.7978850263382
1747593199.383971,740.3987662818831
1747593199.3878925,754.1137625704996
1747593199.3918142,766.830605836627
1747593199.3957357,778.4210021679547
1747593199.3996572,788.7737651860675
1747593199.4035788,797.8277545701959
1747593199.4075005,805.597789780598
1747593199.411422,812.1679971803936
1747593199.4153435,817.6586231478508
1747593199.419265,822.2068719815637
1747593199.4231868,825.9593241583203
1747593199.4271083,829.045124718791
1747593199.4310298,831.5428934711582
1747593199.4349513,833.4749895959169
1747593199.438873,834.8278276599551
1747593199.4427946,835.573212593399
1747593199.446716,835.6854776703566
1747593199.4506376,835.1651415238996
1747593199.4545593,834.0545974481698
1747593199.4584808,832.426735152012
1747593199.4624023,830.3695389812646
1747593199.4663239,827.9896181146039
1747593199.4702456,825.4099361030176
1747593199.474167,822.7417075994657
1747593199.4780886,820.0553125922154
1747593199.4820101,817.3760584013745
1747593199.4859319,814.6999490262951
1747593199.4898534,812.0159446560784
1747593199.493775,809.331997740815
1747593199.4976964,806.6913769183512
1747593199.5016181,804.1538159569844
1747593199.5055397,801.7567198172334
1747593199.5094612,799.503709457933
1747593199.5133827,797.384222049667
1747593199.5173044,795.3857173951714
1747593199.521226,793.4857880332878
1747593199.5251474,791.643926870952
1747593199.529069,789.801363736454
1747593199.5329907,787.8870704089445
1747593199.5369122,785.8392863900607
1747593199.5408337,783.6385728883059
1747593199.5447552,781.3182460775669
1747593199.548677,778.9373286566555
1747593199.5525985,776.5508171744688
1747593199.55652,774.2052009686807
1747593199.5604415,771.9401209538956
1747593199.5643632,769.7748606191103
1747593199.5682847,767.6885286879904
